file_path,label,duration
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2000053.flac,real,3.968
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2000058.flac,real,1.728
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2000079.flac,real,2.688
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2000246.flac,real,1.14875
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2000503.flac,real,3.256
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2000508.flac,real,4.1066875
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2000531.flac,real,2.624
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2000676.flac,real,5.352
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2001149.flac,real,3.328
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2001163.flac,real,4.952
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2001230.flac,real,3.976
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2001695.flac,real,2.552
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2001832.flac,real,2.448125
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2002152.flac,real,5.632
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2002202.flac,real,2.88
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2002307.flac,real,4.544
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2002420.flac,real,2.56425
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2002526.flac,real,3.584
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2002672.flac,real,1.984
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2002753.flac,real,6.592
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2002772.flac,real,2.56
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2002884.flac,real,3.52
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2002979.flac,real,3.61
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2003008.flac,real,2.76
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2003021.flac,real,4.616
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2003082.flac,real,7.168
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2003108.flac,real,2.4528125
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2003222.flac,real,2.5949375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2003230.flac,real,3.904
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2003555.flac,real,3.776
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2003934.flac,real,2.304
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2004156.flac,real,4.8633125
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2004205.flac,real,4.096
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2004207.flac,real,4.4804375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2004215.flac,real,4.78
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2004476.flac,real,1.434125
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2004487.flac,real,1.250125
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2004766.flac,real,2.752
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2004935.flac,real,3.9709375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2005024.flac,real,6.272
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2005033.flac,real,1.80925
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2005095.flac,real,3.52
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2005193.flac,real,4.48
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2005245.flac,real,2.752
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2005412.flac,real,4.104
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2005547.flac,real,3.392
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2005756.flac,real,2.752
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2005779.flac,real,5.608
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2005967.flac,real,6.0149375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2006057.flac,real,3.392
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2006062.flac,real,1.96
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2006075.flac,real,0.99975
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2006108.flac,real,3.4533125
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2006367.flac,real,2.60475
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2006414.flac,real,3.648
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2006437.flac,real,5.504
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2006515.flac,real,3.776
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2006743.flac,real,2.6269375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2006837.flac,real,3.6275
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2007079.flac,real,3.2
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2007102.flac,real,4.23275
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2007297.flac,real,2.616
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2007327.flac,real,4.032
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2007574.flac,real,3.776
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2007773.flac,real,4.088
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2007778.flac,real,4.192
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2008096.flac,real,2.56
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2008139.flac,real,3.5039375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2008237.flac,real,2.478375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2008443.flac,real,3.136
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2008840.flac,real,3.247625
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2008847.flac,real,2.624
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2008863.flac,real,2.84
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2009528.flac,real,2.624
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2009967.flac,real,3.7109375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2010009.flac,real,2.624
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2010501.flac,real,1.209375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2010587.flac,real,2.821
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2010711.flac,real,2.56
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2010729.flac,real,4.568
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2010776.flac,real,2.816
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2010941.flac,real,3.968
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2010993.flac,real,0.819875
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2011206.flac,real,1.9634375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2011273.flac,real,2.856
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2011319.flac,real,5.696
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2011325.flac,real,2.083
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2011339.flac,real,1.6095
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2011491.flac,real,3.5463125
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2011518.flac,real,2.4984375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2011647.flac,real,2.944
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2011649.flac,real,4.2643125
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2011722.flac,real,2.632
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2012004.flac,real,2.048
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2012179.flac,real,3.904
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2012341.flac,real,3.3326875
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2012501.flac,real,2.60475
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2012547.flac,real,1.974375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2012571.flac,real,3.432
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2012635.flac,real,2.1791875
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2012867.flac,real,5.44
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2012922.flac,real,3.546625
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2013039.flac,real,2.4789375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2013133.flac,real,1.185125
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2013311.flac,real,3.077375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2013488.flac,real,3.264
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2013561.flac,real,2.6925
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2013687.flac,real,2.456
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2013851.flac,real,3.576
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2013929.flac,real,2.176
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2014017.flac,real,3.2006875
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2014251.flac,real,3.9269375
./content/ASVspoof2021/ASVspoof2021_DF_eval/flac/DF_E_2014383.flac,real,1.728
