file_path,sampling_rate,label,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,zcr_mean,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,lpc_1_mean,lpc_2_mean,lpc_3_mean,lpc_4_mean,lpc_5_mean,lpc_6_mean,lpc_7_mean,lpc_8_mean,lpc_9_mean,lpc_10_mean,lpc_11_mean,lpc_12_mean
./content/LibriSeVoc/gt/4160_11549_000039_000000.wav,24000,real,-281.6531265327334,127.09872744414501,-67.55436494873463,28.440757444584168,-1.9081672379276582,-43.15025608302091,-16.08450727678788,-30.4420484876486,-20.254200676744993,-17.61145373488021,-30.76982158370217,-16.41060827766769,-15.851139663423394,0.34913664963442836,0.37934874882058617,0.36381004362327685,0.09573958756087662,30.039784088056724,16.319942999151824,20.233204543054697,18.770423804637716,18.415428295041448,27.424159043502694,1818.0234475797004,1574.2137751500413,3135.7168222402597,1.0,-1.5110388732008764,1.0778422881489496,0.06941328642143298,-0.30336052402758185,0.058478299458827786,0.20577789012361136,0.020106647784574525,-0.07534966807996016,0.01306017891179696,0.08642246837198041,-0.017118708719544982
./content/LibriSeVoc/diffwave/1088_129236_000031_000009_gen.wav,24000,fake,-338.7064671237925,135.3278767784074,-29.29958413588484,1.6494014000868706,-0.9273657856138824,-30.218911344192755,-19.91029734830808,-19.74441824750639,-21.711859539233682,-11.05533333025933,-12.841747988211406,-18.804024280031236,-13.712185088886397,0.38459201166613166,0.4248237105256135,0.3795425672308426,0.06805830472253363,26.749399346795173,14.540866191546833,16.92212580161422,17.63242188167879,16.97342962237654,21.220501876057988,1625.2931420829998,1728.3058636940864,3040.0959921524664,1.0,-0.9850260043161952,0.2712088088164507,0.25662997110560476,-0.012157752168602575,-0.05857934245365259,0.02030123240659913,0.05904207247598439,0.05745120546733744,0.007629302170439325,-0.03660989993886458,0.043814729921626466
./content/LibriSeVoc/gt/7078_271888_000026_000000.wav,24000,real,-267.47904338824566,111.1049742614663,-64.11996490550544,8.815924804711024,-11.22498856548096,-26.23815446402773,-18.53946759225522,-18.353958266303227,-13.928292063464177,-14.814768182427834,-10.926319574166913,-15.972119322865009,-15.364238365015698,0.46018334146448425,0.48730286290709834,0.4762696886151114,0.12517145753816794,24.40692152099774,13.93908815915389,15.72176427841864,16.148711540556498,16.21102268014397,23.44185269550902,2167.548712384677,1804.5386639831268,3636.74856870229,1.0,-1.1085623858363014,0.7172418360409988,0.08954895881948227,-0.014983702081086972,0.09660917508417548,0.0964656934169652,0.04873645897108031,0.00687763273516465,0.07036859504097685,0.06607454626588183,-0.00555423780791525
./content/LibriSeVoc/diffwave/1355_39947_000009_000006_gen.wav,24000,fake,-312.3226604337018,147.21508167731494,-40.8583397532719,4.344502725472073,13.242018459111979,-30.909506794576963,-13.30615813275893,-7.726038220738091,-30.935842963039264,-27.40606822003721,-15.304631177215976,-14.612820379959691,-15.773952077459962,0.3206067203679333,0.3269968100213997,0.2915822095797055,0.0660746664577364,32.12741354543782,16.631816510119027,18.781169447506652,18.741324443860464,18.2916190314171,23.942646305086186,1423.7749307843114,1478.9035751587724,2523.728510028653,1.0,-1.3314677705405016,0.5022687527051743,0.31374394594469673,-0.03826401165473361,-0.1275786937488786,-0.009484614093710712,0.0625640886641308,0.04473458780857597,-0.0012932273851502904,-0.02094060967662657,0.027551645789463113
./content/LibriSeVoc/diffwave/5778_54535_000010_000004_gen.wav,24000,fake,-347.77365212389014,140.69609592863333,-9.31321053412657,4.997591073578921,4.588660630548554,-31.698697770939546,-29.970048881590795,-20.784889907846317,-21.581412152285196,-17.12228914317146,-15.674220086585919,-22.020349884492127,-17.958724773361663,0.2858733408805499,0.33469694257479776,0.41867128886144156,0.059066280241935484,31.639186104336293,16.45557410725286,19.635786992334094,19.294557892695785,18.35528548019796,21.572645288007223,1251.3442244301746,1406.0050573883889,2261.1280871975805,1.0,-1.2077336420560294,0.39499496878941187,0.26106629011491367,-0.0507624439533404,-0.08228187595081415,0.009622755539078898,0.035462446925256,0.03457109763920847,0.0031122391251741767,-0.04522253175225616,0.06412349343398066
./content/LibriSeVoc/diffwave/3235_28452_000015_000004_gen.wav,24000,fake,-382.02700600305207,129.54105605759506,-27.581247810119066,-16.049200108065552,-2.3574563258653747,-21.94738794791343,-18.79109881977559,-19.869829874123898,-25.747595368589714,-16.189149520583882,-11.07243958829747,-17.948763806163132,-16.0137395630416,0.29643578329631504,0.36376456104435073,0.3496833203393752,0.07949143773992322,27.652231512490804,18.684123794545354,20.34197681949828,19.367145515302077,18.850321614352136,22.043133631054722,1696.834197351855,1563.2391240991806,3181.179522552783,1.0,-1.1278690732862935,0.5326920252593875,0.2165248148379962,-0.007118270616307827,-0.0038079592820239897,0.03477750110600798,0.04613317589792319,0.049867419747884445,0.022962050456648307,-0.0581520572197355,0.08024233019976053
./content/LibriSeVoc/diffwave/196_122150_000006_000008_gen.wav,24000,fake,-312.7667874479592,129.0407272059545,-43.10667571577897,23.403281435770214,5.07311790891058,-24.1863343826195,-12.671602936189718,-23.363348966093646,-14.809764031231571,-14.723117975752357,-21.307112143208577,-12.102760910372474,-15.266572396179107,0.37307245487294594,0.3727679329203795,0.3962215524668683,0.09251953125,27.841007434405334,14.345365778254394,17.40830739497015,17.061178360447077,18.059159691823766,23.114518341461327,1892.6518034238609,1779.7957708593876,3368.3203125,1.0,-1.0790879495000911,0.5851784523568755,0.2361285953354542,-0.09065706282826651,0.017095061767280668,0.1225842504937385,0.0692946490423718,-0.008735427937490747,-0.015244856013213388,0.004584473263340322,0.04210649309717316
./content/LibriSeVoc/gt/2289_152253_000020_000001.wav,24000,real,-255.18296792529685,99.97184891387624,-41.79739193180385,10.194565480859085,5.7003693557091495,-19.87993414365803,-14.715427935247165,-12.000601628287797,-11.609734682599921,-8.622757564886593,-8.727606409445645,-12.614835929342037,-10.84618421738824,0.38192383185091544,0.49898424546591613,0.48255373199816565,0.11095788976648352,21.647680197651262,12.865070974610868,15.127527728914638,16.050490365746484,17.036620962971252,20.570065037784627,2361.891102211745,2138.507664077258,4165.006868131868,1.0,-0.7475897513603837,0.2755868796813937,0.2524987220857789,0.09517719007338976,0.057772645933844576,0.045739134797611145,0.05519899584700376,0.05840355917540942,0.029422322029119173,0.0048255980097798344,0.018656812860826738
./content/LibriSeVoc/diffwave/4297_13006_000016_000001_gen.wav,24000,fake,-305.20192018659884,77.13199093597696,-59.62087367874402,20.933985014532784,-3.632958166749421,-27.516609374369395,-11.841153622719277,-14.830819815184713,-13.689040407040121,-9.583553002762146,-8.602923411815333,-13.553593347263266,-11.061335060038536,0.3289977936071262,0.49791193072247875,0.3701076401710075,0.14315970839968153,20.81458129157799,15.082453986792826,16.41079495113825,16.51619702594653,16.998140075935435,23.409914183760506,2762.5317180004063,2118.431348492963,4879.739749203822,1.0,-0.8570397486927656,0.6712238933915442,0.21445955011590648,0.005318606294709333,0.12101742690019626,0.1623913234878012,0.09601241850633149,0.03722249884330437,0.037643699435639465,0.06550631534286845,0.01523172275317497
./content/LibriSeVoc/diffwave/1098_133695_000012_000007_gen.wav,24000,fake,-331.362441309293,127.58168707782457,-16.22786800886133,2.204346546717807,-0.462037165047469,-24.044174137910634,-18.686951195509582,-15.903176463814358,-22.252143931699063,-16.406152053835505,-12.175489618498718,-20.253587634751945,-17.179263113916118,0.3012772345045255,0.3839649512517618,0.34183349186944906,0.07017841240284974,28.51172820610488,17.109349009285513,18.441557298622428,18.442381052102874,17.28252933758455,20.332319187435555,1592.3629047490897,1732.1227924394868,2932.5048575129535,1.0,-0.9488351793393741,0.31939242347353436,0.19894102706185005,0.03314277150825743,-0.004179005757049663,-0.026577215601301354,0.016130749740710975,0.08292815723048307,0.02935192408066611,-0.029387508336146513,0.05082005411365389
