file_path,sampling_rate,rms,dbfs,label,base_name,duration
./content/LibriSeVoc/gt/3857_180923_000008_000000.wav,24000,0.06150996,-24.220951,real,3857_180923_000008_000000,7.882666666666666
./content/LibriSeVoc/gt/426_122821_000035_000003.wav,24000,0.06035458,-24.385653,real,426_122821_000035_000003,7.882666666666666
./content/LibriSeVoc/gt/6081_41998_000029_000003.wav,24000,0.07202107,-22.850687,real,6081_41998_000029_000003,7.882666666666666
./content/LibriSeVoc/gt/5322_7680_000032_000000.wav,24000,0.034738332,-29.18357,real,5322_7680_000032_000000,7.882666666666666
./content/LibriSeVoc/gt/78_369_000026_000000.wav,24000,0.10150691,-19.870003,real,78_369_000026_000000,7.882666666666666
./content/LibriSeVoc/gt/39_121915_000013_000003.wav,24000,0.027996046,-31.057756,real,39_121915_000013_000003,7.882666666666666
./content/LibriSeVoc/gt/8465_246947_000003_000003.wav,24000,0.06324735,-23.979015,real,8465_246947_000003_000003,7.882666666666666
./content/LibriSeVoc/gt/6818_76332_000022_000002.wav,24000,0.04766077,-26.436596,real,6818_76332_000022_000002,7.882666666666666
./content/LibriSeVoc/gt/4788_94904_000006_000001.wav,24000,0.07845016,-22.108013,real,4788_94904_000006_000001,7.882666666666666
./content/LibriSeVoc/gt/8838_298546_000023_000003.wav,24000,0.06488001,-23.757648,real,8838_298546_000023_000003,7.882666666666666
./content/LibriSeVoc/gt/1867_154075_000053_000000.wav,24000,0.053440493,-25.442429,real,1867_154075_000053_000000,7.882666666666666
./content/LibriSeVoc/gt/7367_86737_000119_000012.wav,24000,0.04203087,-27.528427,real,7367_86737_000119_000012,7.882666666666666
./content/LibriSeVoc/gt/1841_150351_000003_000000.wav,24000,0.048107892,-26.355494,real,1841_150351_000003_000000,7.882666666666666
./content/LibriSeVoc/gt/6818_76332_000033_000000.wav,24000,0.053654633,-25.407694,real,6818_76332_000033_000000,7.882666666666666
./content/LibriSeVoc/gt/27_124992_000021_000001.wav,24000,0.030470217,-30.322205,real,27_124992_000021_000001,7.882666666666666
./content/LibriSeVoc/gt/7067_76047_000031_000000.wav,24000,0.08966497,-20.947447,real,7067_76047_000031_000000,7.882666666666666
./content/LibriSeVoc/gt/2136_5140_000005_000001.wav,24000,0.078168355,-22.13927,real,2136_5140_000005_000001,7.882666666666666
./content/LibriSeVoc/gt/8324_286682_000012_000001.wav,24000,0.06261705,-24.06601,real,8324_286682_000012_000001,7.882666666666666
./content/LibriSeVoc/gt/1970_26100_000021_000002.wav,24000,0.05996957,-24.441238,real,1970_26100_000021_000002,7.882666666666666
./content/LibriSeVoc/gt/1263_138246_000046_000001.wav,24000,0.0696735,-23.138523,real,1263_138246_000046_000001,7.882666666666666
./content/LibriSeVoc/gt/7078_271888_000122_000000.wav,24000,0.07564742,-22.424002,real,7078_271888_000122_000000,7.882666666666666
./content/LibriSeVoc/gt/26_496_000029_000001.wav,24000,0.058539703,-24.65084,real,26_496_000029_000001,7.882666666666666
./content/LibriSeVoc/gt/8580_287363_000040_000000.wav,24000,0.08333269,-21.583588,real,8580_287363_000040_000000,7.882666666666666
./content/LibriSeVoc/gt/2136_5140_000032_000001.wav,24000,0.07135857,-22.930956,real,2136_5140_000032_000001,7.882666666666666
./content/LibriSeVoc/gt/7447_91186_000009_000001.wav,24000,0.060824156,-24.318335,real,7447_91186_000009_000001,7.882666666666666
./content/LibriSeVoc/gt/8975_270782_000010_000001.wav,24000,0.05217711,-25.650234,real,8975_270782_000010_000001,7.882666666666666
./content/LibriSeVoc/gt/1502_122619_000063_000001.wav,24000,0.09515597,-20.431187,real,1502_122619_000063_000001,7.882666666666666
./content/LibriSeVoc/gt/5703_47212_000043_000003.wav,24000,0.13601877,-17.32796,real,5703_47212_000043_000003,7.882666666666666
./content/LibriSeVoc/gt/2136_5140_000023_000003.wav,24000,0.08491779,-21.419924,real,2136_5140_000023_000003,7.882666666666666
./content/LibriSeVoc/gt/831_130739_000010_000008.wav,24000,0.08633147,-21.276516,real,831_130739_000010_000008,7.882666666666666
./content/LibriSeVoc/gt/4813_248641_000015_000000.wav,24000,0.058631353,-24.637253,real,4813_248641_000015_000000,7.882666666666666
./content/LibriSeVoc/gt/7067_76047_000017_000002.wav,24000,0.078310095,-22.123535,real,7067_76047_000017_000002,7.882666666666666
./content/LibriSeVoc/gt/5808_54425_000029_000002.wav,24000,0.06835238,-23.304802,real,5808_54425_000029_000002,7.882666666666666
./content/LibriSeVoc/gt/6272_70171_000027_000001.wav,24000,0.054596215,-25.256592,real,6272_70171_000027_000001,7.882666666666666
./content/LibriSeVoc/gt/1502_122615_000038_000003.wav,24000,0.054093175,-25.33699,real,1502_122615_000038_000003,7.882666666666666
./content/LibriSeVoc/gt/4160_11550_000009_000003.wav,24000,0.053542137,-25.425922,real,4160_11550_000009_000003,7.882666666666666
./content/LibriSeVoc/gt/1246_124548_000018_000000.wav,24000,0.04160514,-27.616852,real,1246_124548_000018_000000,7.882666666666666
./content/LibriSeVoc/gt/1502_122615_000029_000001.wav,24000,0.07677267,-22.295753,real,1502_122615_000029_000001,7.882666666666666
./content/LibriSeVoc/gt/40_222_000041_000001.wav,24000,0.06004861,-24.429796,real,40_222_000041_000001,7.882666666666666
./content/LibriSeVoc/gt/250_142286_000011_000001.wav,24000,0.04840844,-26.3014,real,250_142286_000011_000001,7.882666666666666
./content/LibriSeVoc/gt/87_121553_000145_000000.wav,24000,0.059558824,-24.500933,real,87_121553_000145_000000,7.882666666666666
./content/LibriSeVoc/gt/8630_305213_000012_000005.wav,24000,0.06943019,-23.16891,real,8630_305213_000012_000005,7.882666666666666
./content/LibriSeVoc/gt/32_4137_000023_000005.wav,24000,0.06102039,-24.29036,real,32_4137_000023_000005,7.882666666666666
./content/LibriSeVoc/gt/4088_158077_000110_000001.wav,24000,0.06143891,-24.230988,real,4088_158077_000110_000001,7.882666666666666
./content/LibriSeVoc/gt/40_121026_000037_000001.wav,24000,0.051340554,-25.790619,real,40_121026_000037_000001,7.882666666666666
./content/LibriSeVoc/gt/6836_61803_000033_000000.wav,24000,0.0871698,-21.19258,real,6836_61803_000033_000000,7.882666666666666
./content/LibriSeVoc/gt/7067_76048_000065_000006.wav,24000,0.0557612,-25.073202,real,7067_76048_000065_000006,7.882666666666666
./content/LibriSeVoc/gt/8630_305212_000003_000001.wav,24000,0.071986385,-22.854872,real,8630_305212_000003_000001,7.882666666666666
./content/LibriSeVoc/gt/8123_275216_000032_000000.wav,24000,0.081735894,-21.751637,real,8123_275216_000032_000000,7.882666666666666
./content/LibriSeVoc/gt/4160_14187_000047_000003.wav,24000,0.054939013,-25.202225,real,4160_14187_000047_000003,7.882666666666666
./content/LibriSeVoc/gt/8609_283227_000010_000007.wav,24000,0.04571392,-26.798841,real,8609_283227_000010_000007,7.882666666666666
./content/LibriSeVoc/gt/4214_7146_000028_000024.wav,24000,0.12086886,-18.35364,real,4214_7146_000028_000024,7.882666666666666
./content/LibriSeVoc/gt/8095_274348_000004_000003.wav,24000,0.07044013,-23.043476,real,8095_274348_000004_000003,7.882666666666666
./content/LibriSeVoc/gt/2182_181173_000006_000001.wav,24000,0.04444982,-27.042406,real,2182_181173_000006_000001,7.882666666666666
./content/LibriSeVoc/gt/1116_132851_000029_000001.wav,24000,0.04072064,-27.803495,real,1116_132851_000029_000001,7.882666666666666
./content/LibriSeVoc/gt/3214_167602_000026_000000.wav,24000,0.078943074,-22.053608,real,3214_167602_000026_000000,7.882666666666666
./content/LibriSeVoc/gt/7800_283492_000035_000001.wav,24000,0.067172244,-23.456074,real,7800_283492_000035_000001,7.882666666666666
./content/LibriSeVoc/gt/1116_132851_000038_000003.wav,24000,0.044924654,-26.950111,real,1116_132851_000038_000003,7.882666666666666
./content/LibriSeVoc/gt/8312_279791_000028_000003.wav,24000,0.0522277,-25.641815,real,8312_279791_000028_000003,7.882666666666666
./content/LibriSeVoc/gt/4406_16882_000007_000004.wav,24000,0.06713792,-23.460512,real,4406_16882_000007_000004,7.882666666666666
./content/LibriSeVoc/gt/5393_19218_000033_000000.wav,24000,0.061859496,-24.171732,real,5393_19218_000033_000000,7.882666666666666
./content/LibriSeVoc/gt/3664_11714_000019_000000.wav,24000,0.045773905,-26.78745,real,3664_11714_000019_000000,7.882666666666666
./content/LibriSeVoc/gt/8312_279791_000039_000001.wav,24000,0.055782966,-25.06981,real,8312_279791_000039_000001,7.882666666666666
./content/LibriSeVoc/gt/3857_182315_000018_000003.wav,24000,0.0654596,-23.6804,real,3857_182315_000018_000003,7.882666666666666
./content/LibriSeVoc/gt/5514_19192_000006_000000.wav,24000,0.07821168,-22.134457,real,5514_19192_000006_000000,7.882666666666666
./content/LibriSeVoc/gt/730_360_000005_000003.wav,24000,0.102163605,-19.813992,real,730_360_000005_000003,7.882666666666666
./content/LibriSeVoc/gt/5163_18515_000042_000002.wav,24000,0.042966492,-27.3372,real,5163_18515_000042_000002,7.882666666666666
./content/LibriSeVoc/gt/5322_7679_000026_000001.wav,24000,0.041809566,-27.57428,real,5322_7679_000026_000001,7.882666666666666
./content/LibriSeVoc/gt/6880_216547_000015_000000.wav,24000,0.06624532,-23.576765,real,6880_216547_000015_000000,7.882666666666666
./content/LibriSeVoc/gt/6385_34655_000016_000000.wav,24000,0.064581044,-23.797764,real,6385_34655_000016_000000,7.882666666666666
